copy,copy,copy,copy
4705.1,volume-aspirate-10.0-trial_9-d,6.60E-01,
0.1,volume-aspirate-10.0-trial_9-celsius-pipette-avg,None,
0.1,volume-aspirate-10.0-trial_9-humidity-pipette-avg,None,
4705.2,volume-dispense-10.0-trial_9-average,9.98E+00,
4705.3,volume-dispense-10.0-trial_9-cv,-1,
4705.4,volume-dispense-10.0-trial_9-d,-1.80E-01,
0.1,volume-dispense-10.0-trial_9-celsius-pipette-avg,None,
0.1,volume-dispense-10.0-trial_9-humidity-pipette-avg,None,
4705.6,volume-aspirate-10.0-trial_10-average,10.06,
4705.7,volume-aspirate-10.0-trial_10-cv,-1.00E+00,
4705.8,volume-aspirate-10.0-trial_10-d,5.60E-01,
0.1,volume-aspirate-10.0-trial_10-celsius-pipette-avg,None,
0.1,volume-aspirate-10.0-trial_10-humidity-pipette-avg,None,
4705.9,volume-dispense-10.0-trial_10-average,9.98E+00,
4706.1,volume-dispense-10.0-trial_10-cv,-1.00E+00,
4706.2,volume-dispense-10.0-trial_10-d,-2.40E-01,
0.1,volume-dispense-10.0-trial_10-celsius-pipette-avg,None,
0.1,volume-dispense-10.0-trial_10-humidity-pipette-avg,None,
0.1,VOLUMES_END,,
1389.1,____________,,
1389.1,TRIALS_START,,
1389.1,trial-1-aspirate-1.0-ul-channel_1,1.080282874,
1389.2,trial-1-dispense-1.0-ul-channel_1,9.92E-01,
1389.3,trial-1-liquid_height-1.0-ul-channel_1,2.66E+01,
1501.3,trial-2-aspirate-1.0-ul-channel_1,1.09E+00,
1501.3,trial-2-dispense-1.0-ul-channel_1,1.005532328,
1501.4,trial-2-liquid_height-1.0-ul-channel_1,2.66E+01,
1613,trial-3-aspirate-1.0-ul-channel_1,1.10E+00,
1613.1,trial-3-dispense-1.0-ul-channel_1,1.01E+00,
1613.2,trial-3-liquid_height-1.0-ul-channel_1,2.66E+01,
1725.7,trial-4-aspirate-1.0-ul-channel_1,1.094668753,
1725.8,trial-4-dispense-1.0-ul-channel_1,1.01E+00,
1725.9,trial-4-liquid_height-1.0-ul-channel_1,2.66E+01,
1838.3,trial-5-aspirate-1.0-ul-channel_1,1.08E+00,
1838.4,trial-5-dispense-1.0-ul-channel_1,1.013309621,
1838.4,trial-5-liquid_height-1.0-ul-channel_1,2.66E+01,
1951.8,trial-6-aspirate-1.0-ul-channel_1,1.08E+00,
1951.9,trial-6-dispense-1.0-ul-channel_1,1.00E+00,
1952,trial-6-liquid_height-1.0-ul-channel_1,26.63029671,
2065,trial-7-aspirate-1.0-ul-channel_1,1.10E+00,
2065.1,trial-7-dispense-1.0-ul-channel_1,1.01E+00,
2065.2,trial-7-liquid_height-1.0-ul-channel_1,2.66E+01,
2177.6,trial-8-aspirate-1.0-ul-channel_1,1.09E+00,
2177.6,trial-8-dispense-1.0-ul-channel_1,0.991402529,
2177.7,trial-8-liquid_height-1.0-ul-channel_1,2.66E+01,
2289.5,trial-9-aspirate-1.0-ul-channel_1,1.10E+00,
2289.6,trial-9-dispense-1.0-ul-channel_1,1.08E+00,
2289.7,trial-9-liquid_height-1.0-ul-channel_1,26.62947655,
2402.5,trial-10-aspirate-1.0-ul-channel_1,1.10E+00,
2402.6,trial-10-dispense-1.0-ul-channel_1,1.02E+00,
2402.7,trial-10-liquid_height-1.0-ul-channel_1,2.66E+01,
2523,trial-1-aspirate-50.0-ul-channel_1,49.93816383,
2523.1,trial-1-dispense-50.0-ul-channel_1,4.98E+01,
2523.2,trial-1-liquid_height-50.0-ul-channel_1,2.66E+01,
2637,trial-2-aspirate-50.0-ul-channel_1,4.99E+01,
2637.1,trial-2-dispense-50.0-ul-channel_1,4.98E+01,
2637.2,trial-2-liquid_height-50.0-ul-channel_1,26.6286087,
2750.2,trial-3-aspirate-50.0-ul-channel_1,4.99E+01,
