copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy,copy
0.0,_______________
None,duty-cycle-25-trial-15-average,None
None,duty-cycle-25-trial-15-duty-cycle,None
None,duty-cycle-25-trial-16-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-25-trial-16-average,None
None,duty-cycle-25-trial-16-duty-cycle,None
None,duty-cycle-25-trial-17-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-25-trial-17-average,None
None,duty-cycle-25-trial-17-duty-cycle,None
None,duty-cycle-25-trial-18-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-25-trial-18-average,None
None,duty-cycle-25-trial-18-duty-cycle,None
None,duty-cycle-25-trial-19-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-25-trial-19-average,None
None,duty-cycle-25-trial-19-duty-cycle,None
None,duty-cycle-25-trial-20-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-25-trial-20-average,None
None,duty-cycle-25-trial-20-duty-cycle,None
None,duty-cycle-20-trial-1-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-1-average,None
None,duty-cycle-20-trial-1-duty-cycle,None
None,duty-cycle-20-trial-2-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-2-average,None
None,duty-cycle-20-trial-2-duty-cycle,None
None,duty-cycle-20-trial-3-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-3-average,None
None,duty-cycle-20-trial-3-duty-cycle,None
None,duty-cycle-20-trial-4-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-4-average,None
None,duty-cycle-20-trial-4-duty-cycle,None
None,duty-cycle-20-trial-5-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-5-average,None
None,duty-cycle-20-trial-5-duty-cycle,None
None,duty-cycle-20-trial-6-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-6-average,None
None,duty-cycle-20-trial-6-duty-cycle,None
None,duty-cycle-20-trial-7-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-7-average,None
None,duty-cycle-20-trial-7-duty-cycle,None
None,duty-cycle-20-trial-8-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-8-average,None
None,duty-cycle-20-trial-8-duty-cycle,None
None,duty-cycle-20-trial-9-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-9-average,None
None,duty-cycle-20-trial-9-duty-cycle,None
None,duty-cycle-20-trial-10-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-10-average,None
None,duty-cycle-20-trial-10-duty-cycle,None
None,duty-cycle-20-trial-11-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-11-average,None
None,duty-cycle-20-trial-11-duty-cycle,None
None,duty-cycle-20-trial-12-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-12-average,None
None,duty-cycle-20-trial-12-duty-cycle,None
None,duty-cycle-20-trial-13-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-13-average,None
None,duty-cycle-20-trial-13-duty-cycle,None
None,duty-cycle-20-trial-14-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-14-average,None
None,duty-cycle-20-trial-14-duty-cycle,None
None,duty-cycle-20-trial-15-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-15-average,None
None,duty-cycle-20-trial-15-duty-cycle,None
None,duty-cycle-20-trial-16-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-16-average,None
None,duty-cycle-20-trial-16-duty-cycle,None
None,duty-cycle-20-trial-17-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-17-average,None
None,duty-cycle-20-trial-17-duty-cycle,None
None,duty-cycle-20-trial-18-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-18-average,None
None,duty-cycle-20-trial-18-duty-cycle,None
None,duty-cycle-20-trial-19-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-19-average,None
None,duty-cycle-20-trial-19-duty-cycle,None
None,duty-cycle-20-trial-20-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-20-trial-20-average,None
None,duty-cycle-20-trial-20-duty-cycle,None
None,duty-cycle-15-trial-1-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-1-average,None
None,duty-cycle-15-trial-1-duty-cycle,None
None,duty-cycle-15-trial-2-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-2-average,None
None,duty-cycle-15-trial-2-duty-cycle,None
None,duty-cycle-15-trial-3-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-3-average,None
None,duty-cycle-15-trial-3-duty-cycle,None
None,duty-cycle-15-trial-4-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-4-average,None
None,duty-cycle-15-trial-4-duty-cycle,None
None,duty-cycle-15-trial-5-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-5-average,None
None,duty-cycle-15-trial-5-duty-cycle,None
None,duty-cycle-15-trial-6-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-6-average,None
None,duty-cycle-15-trial-6-duty-cycle,None
None,duty-cycle-15-trial-7-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-7-average,None
None,duty-cycle-15-trial-7-duty-cycle,None
None,duty-cycle-15-trial-8-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-8-average,None
None,duty-cycle-15-trial-8-duty-cycle,None
None,duty-cycle-15-trial-9-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-9-average,None
None,duty-cycle-15-trial-9-duty-cycle,None
None,duty-cycle-15-trial-10-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-10-average,None
None,duty-cycle-15-trial-10-duty-cycle,None
None,duty-cycle-15-trial-11-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-11-average,None
None,duty-cycle-15-trial-11-duty-cycle,None
None,duty-cycle-15-trial-12-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-12-average,None
None,duty-cycle-15-trial-12-duty-cycle,None
None,duty-cycle-15-trial-13-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-13-average,None
None,duty-cycle-15-trial-13-duty-cycle,None
None,duty-cycle-15-trial-14-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-14-average,None
None,duty-cycle-15-trial-14-duty-cycle,None
None,duty-cycle-15-trial-15-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-15-average,None
None,duty-cycle-15-trial-15-duty-cycle,None
None,duty-cycle-15-trial-16-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-16-average,None
None,duty-cycle-15-trial-16-duty-cycle,None
None,duty-cycle-15-trial-17-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-17-average,None
None,duty-cycle-15-trial-17-duty-cycle,None
None,duty-cycle-15-trial-18-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-18-average,None
None,duty-cycle-15-trial-18-duty-cycle,None
None,duty-cycle-15-trial-19-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-19-average,None
None,duty-cycle-15-trial-19-duty-cycle,None
None,duty-cycle-15-trial-20-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-15-trial-20-average,None
None,duty-cycle-15-trial-20-duty-cycle,None
None,duty-cycle-10-trial-1-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-10-trial-1-average,None
None,duty-cycle-10-trial-1-duty-cycle,None
None,duty-cycle-10-trial-2-data,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,duty-cycle-10-trial-2-average,None
None,duty-cycle-10-trial-2-duty-cycle,None
