copy,copy,copy,copy
0.2,volume-aspirate-1000.0-trial_6-celsius-pipette-avg,None,
0.2,volume-aspirate-1000.0-trial_6-humidity-pipette-avg,None,
24559.8,volume-dispense-1000.0-trial_6-average,9.97E+02,
24560.2,volume-dispense-1000.0-trial_6-cv,0.03,
24560.6,volume-dispense-1000.0-trial_6-d,-3.00E-01,
0.2,volume-dispense-1000.0-trial_6-celsius-pipette-avg,None,
0.2,volume-dispense-1000.0-trial_6-humidity-pipette-avg,None,
24561,volume-aspirate-1000.0-trial_7-average,997.34,
24561.4,volume-aspirate-1000.0-trial_7-cv,4.00E-02,
24561.7,volume-aspirate-1000.0-trial_7-d,-0.27,
0.2,volume-aspirate-1000.0-trial_7-celsius-pipette-avg,None,
0.2,volume-aspirate-1000.0-trial_7-humidity-pipette-avg,None,
24562.1,volume-dispense-1000.0-trial_7-average,9.97E+02,
24562.5,volume-dispense-1000.0-trial_7-cv,3.00E-02,
24562.9,volume-dispense-1000.0-trial_7-d,-3.00E-01,
0.2,volume-dispense-1000.0-trial_7-celsius-pipette-avg,None,
0.2,volume-dispense-1000.0-trial_7-humidity-pipette-avg,None,
24563.3,volume-aspirate-1000.0-trial_8-average,9.97E+02,
24563.7,volume-aspirate-1000.0-trial_8-cv,4.00E-02,
24564.1,volume-aspirate-1000.0-trial_8-d,-0.27,
0.2,volume-aspirate-1000.0-trial_8-celsius-pipette-avg,None,
0.2,volume-aspirate-1000.0-trial_8-humidity-pipette-avg,None,
24564.5,volume-dispense-1000.0-trial_8-average,997,
24564.9,volume-dispense-1000.0-trial_8-cv,4.00E-02,
24565.3,volume-dispense-1000.0-trial_8-d,-0.3,
0.2,volume-dispense-1000.0-trial_8-celsius-pipette-avg,None,
0.2,volume-dispense-1000.0-trial_8-humidity-pipette-avg,None,
24565.6,volume-aspirate-1000.0-trial_9-average,9.97E+02,
24566,volume-aspirate-1000.0-trial_9-cv,3.00E-02,
24566.4,volume-aspirate-1000.0-trial_9-d,-0.29,
0.2,volume-aspirate-1000.0-trial_9-celsius-pipette-avg,None,
0.2,volume-aspirate-1000.0-trial_9-humidity-pipette-avg,None,
24566.8,volume-dispense-1000.0-trial_9-average,996.87,
24567.2,volume-dispense-1000.0-trial_9-cv,0.03,
24567.6,volume-dispense-1000.0-trial_9-d,-3.10E-01,
0.2,volume-dispense-1000.0-trial_9-celsius-pipette-avg,None,
0.2,volume-dispense-1000.0-trial_9-humidity-pipette-avg,None,
24568,volume-aspirate-1000.0-trial_10-average,997.13,
24568.3,volume-aspirate-1000.0-trial_10-cv,3.00E-02,
24568.7,volume-aspirate-1000.0-trial_10-d,-2.90E-01,
0.2,volume-aspirate-1000.0-trial_10-celsius-pipette-avg,None,
0.2,volume-aspirate-1000.0-trial_10-humidity-pipette-avg,None,
24569.1,volume-dispense-1000.0-trial_10-average,996.86,
24569.5,volume-dispense-1000.0-trial_10-cv,0.03,
24569.9,volume-dispense-1000.0-trial_10-d,-0.31,
0.2,volume-dispense-1000.0-trial_10-celsius-pipette-avg,None,
0.2,volume-dispense-1000.0-trial_10-humidity-pipette-avg,None,
0.2,VOLUMES_END,,
1216.7,____________,,
1216.7,TRIALS_START,,
1216.7,trial-1-aspirate-5.0-ul-channel_1,5.364822719,
1216.9,trial-1-dispense-5.0-ul-channel_1,5.19E+00,
1217.2,trial-1-liquid_height-5.0-ul-channel_1,2.57E+01,
1351.4,trial-2-aspirate-5.0-ul-channel_1,5.36E+00,
1351.6,trial-2-dispense-5.0-ul-channel_1,5.09E+00,
1351.9,trial-2-liquid_height-5.0-ul-channel_1,25.66891965,
1486.3,trial-3-aspirate-5.0-ul-channel_1,5.36E+00,
1486.6,trial-3-dispense-5.0-ul-channel_1,5.19E+00,
