copy,copy,copy,copy
0.2,volume-aspirate-1000.0-trial_7-humidity-pipette-avg,None,
24553.7,volume-dispense-1000.0-trial_7-average,997.73,
24554.1,volume-dispense-1000.0-trial_7-cv,0.07,
24554.5,volume-dispense-1000.0-trial_7-d,-0.23,
0.2,volume-dispense-1000.0-trial_7-celsius-pipette-avg,None,
0.2,volume-dispense-1000.0-trial_7-humidity-pipette-avg,None,
24554.9,volume-aspirate-1000.0-trial_8-average,998.06,
24555.2,volume-aspirate-1000.0-trial_8-cv,0.07,
24555.6,volume-aspirate-1000.0-trial_8-d,-0.19,
0.2,volume-aspirate-1000.0-trial_8-celsius-pipette-avg,None,
0.2,volume-aspirate-1000.0-trial_8-humidity-pipette-avg,None,
24556,volume-dispense-1000.0-trial_8-average,997.8,
24556.4,volume-dispense-1000.0-trial_8-cv,0.07,
24556.8,volume-dispense-1000.0-trial_8-d,-0.22,
0.2,volume-dispense-1000.0-trial_8-celsius-pipette-avg,None,
0.2,volume-dispense-1000.0-trial_8-humidity-pipette-avg,None,
24557.2,volume-aspirate-1000.0-trial_9-average,997.97,
24557.6,volume-aspirate-1000.0-trial_9-cv,0.06,
24558,volume-aspirate-1000.0-trial_9-d,-0.2,
0.2,volume-aspirate-1000.0-trial_9-celsius-pipette-avg,None,
0.2,volume-aspirate-1000.0-trial_9-humidity-pipette-avg,None,
24558.3,volume-dispense-1000.0-trial_9-average,997.81,
24558.7,volume-dispense-1000.0-trial_9-cv,0.06,
24559.1,volume-dispense-1000.0-trial_9-d,-0.22,
0.2,volume-dispense-1000.0-trial_9-celsius-pipette-avg,None,
0.2,volume-dispense-1000.0-trial_9-humidity-pipette-avg,None,
24559.5,volume-aspirate-1000.0-trial_10-average,998.02,
24559.9,volume-aspirate-1000.0-trial_10-cv,0.06,
24560.3,volume-aspirate-1000.0-trial_10-d,-0.2,
0.2,volume-aspirate-1000.0-trial_10-celsius-pipette-avg,None,
0.2,volume-aspirate-1000.0-trial_10-humidity-pipette-avg,None,
24560.7,volume-dispense-1000.0-trial_10-average,997.77,
24561,volume-dispense-1000.0-trial_10-cv,0.07,
24561.4,volume-dispense-1000.0-trial_10-d,-0.22,
0.2,volume-dispense-1000.0-trial_10-celsius-pipette-avg,None,
0.2,volume-dispense-1000.0-trial_10-humidity-pipette-avg,None,
0.2,VOLUMES_END,,
1216,____________,,
1216,TRIALS_START,,
1216,trial-1-aspirate-5.0-ul-channel_1,5.389361477,
1216.3,trial-1-dispense-5.0-ul-channel_1,5.225968832,
1216.6,trial-1-liquid_height-5.0-ul-channel_1,26.42653188,
1350.6,trial-2-aspirate-5.0-ul-channel_1,5.485646511,
1350.9,trial-2-dispense-5.0-ul-channel_1,5.261063364,
1351.1,trial-2-liquid_height-5.0-ul-channel_1,26.42438174,
1485.3,trial-3-aspirate-5.0-ul-channel_1,5.261181273,
1485.5,trial-3-dispense-5.0-ul-channel_1,5.146332565,
1485.8,trial-3-liquid_height-5.0-ul-channel_1,26.42192913,
1620.1,trial-4-aspirate-5.0-ul-channel_1,5.377820629,
1620.4,trial-4-dispense-5.0-ul-channel_1,5.141612832,
1620.6,trial-4-liquid_height-5.0-ul-channel_1,26.41999158,
1755.2,trial-5-aspirate-5.0-ul-channel_1,5.352916155,
1755.5,trial-5-dispense-5.0-ul-channel_1,5.296779213,
1755.8,trial-5-liquid_height-5.0-ul-channel_1,26.4176256,
1890.5,trial-6-aspirate-5.0-ul-channel_1,5.330988208,
1890.8,trial-6-dispense-5.0-ul-channel_1,5.166392061,
1891.1,trial-6-liquid_height-5.0-ul-channel_1,26.41609582,
2026.1,trial-7-aspirate-5.0-ul-channel_1,5.417644806,
2026.4,trial-7-dispense-5.0-ul-channel_1,5.106214167,
