copy,copy,copy,copy
0.2,volume-dispense-50.0-trial_6-celsius-pipette-avg,None,
0.2,volume-dispense-50.0-trial_6-humidity-pipette-avg,None,
29101.4,volume-aspirate-50.0-trial_7-average,50.45,
29101.8,volume-aspirate-50.0-trial_7-cv,1.60E-01,
29102.2,volume-aspirate-50.0-trial_7-d,0.9,
0.2,volume-aspirate-50.0-trial_7-celsius-pipette-avg,None,
0.2,volume-aspirate-50.0-trial_7-humidity-pipette-avg,None,
29102.6,volume-dispense-50.0-trial_7-average,5.03E+01,
29103,volume-dispense-50.0-trial_7-cv,1.90E-01,
29103.4,volume-dispense-50.0-trial_7-d,6.60E-01,
0.2,volume-dispense-50.0-trial_7-celsius-pipette-avg,None,
0.2,volume-dispense-50.0-trial_7-humidity-pipette-avg,None,
29103.8,volume-aspirate-50.0-trial_8-average,5.04E+01,
29104.2,volume-aspirate-50.0-trial_8-cv,1.60E-01,
29104.6,volume-aspirate-50.0-trial_8-d,0.89,
0.2,volume-aspirate-50.0-trial_8-celsius-pipette-avg,None,
0.2,volume-aspirate-50.0-trial_8-humidity-pipette-avg,None,
29105,volume-dispense-50.0-trial_8-average,50.33,
29105.4,volume-dispense-50.0-trial_8-cv,1.90E-01,
29105.8,volume-dispense-50.0-trial_8-d,0.65,
0.2,volume-dispense-50.0-trial_8-celsius-pipette-avg,None,
0.2,volume-dispense-50.0-trial_8-humidity-pipette-avg,None,
29106.2,volume-aspirate-50.0-trial_9-average,5.05E+01,
29106.6,volume-aspirate-50.0-trial_9-cv,1.40E-01,
29106.9,volume-aspirate-50.0-trial_9-d,0.9,
0.2,volume-aspirate-50.0-trial_9-celsius-pipette-avg,None,
0.2,volume-aspirate-50.0-trial_9-humidity-pipette-avg,None,
29107.3,volume-dispense-50.0-trial_9-average,50.34,
29107.7,volume-dispense-50.0-trial_9-cv,0.12,
29108.1,volume-dispense-50.0-trial_9-d,6.70E-01,
0.2,volume-dispense-50.0-trial_9-celsius-pipette-avg,None,
0.2,volume-dispense-50.0-trial_9-humidity-pipette-avg,None,
29108.5,volume-aspirate-50.0-trial_10-average,50.43,
29108.9,volume-aspirate-50.0-trial_10-cv,1.60E-01,
29109.3,volume-aspirate-50.0-trial_10-d,8.70E-01,
0.2,volume-aspirate-50.0-trial_10-celsius-pipette-avg,None,
0.2,volume-aspirate-50.0-trial_10-humidity-pipette-avg,None,
29109.7,volume-dispense-50.0-trial_10-average,50.29,
29110.1,volume-dispense-50.0-trial_10-cv,0.2,
29110.5,volume-dispense-50.0-trial_10-d,0.58,
0.2,volume-dispense-50.0-trial_10-celsius-pipette-avg,None,
0.2,volume-dispense-50.0-trial_10-humidity-pipette-avg,None,
0.2,VOLUMES_END,,
5900.9,____________,,
5900.9,TRIALS_START,,
5900.9,trial-1-aspirate-1.0-ul-channel_1,1.147055213,
5901.2,trial-1-dispense-1.0-ul-channel_1,1.04E+00,
5901.5,trial-1-liquid_height-1.0-ul-channel_1,2.68E+01,
6040.9,trial-2-aspirate-1.0-ul-channel_1,1.13E+00,
6041.2,trial-2-dispense-1.0-ul-channel_1,1.04E+00,
6041.4,trial-2-liquid_height-1.0-ul-channel_1,26.7925287,
6181,trial-3-aspirate-1.0-ul-channel_1,1.14E+00,
6181.3,trial-3-dispense-1.0-ul-channel_1,1.05E+00,
6181.5,trial-3-liquid_height-1.0-ul-channel_1,26.79115286,
6320.9,trial-4-aspirate-1.0-ul-channel_1,1.148125404,
6321.2,trial-4-dispense-1.0-ul-channel_1,1.05E+00,
6321.5,trial-4-liquid_height-1.0-ul-channel_1,26.78984285,
6461,trial-5-aspirate-1.0-ul-channel_1,1.14E+00,
6461.2,trial-5-dispense-1.0-ul-channel_1,1.025102774,
6461.5,trial-5-liquid_height-1.0-ul-channel_1,2.68E+01,
