7131.90,RESULT_TRIALS,None,,,,,,,,,,,,,,,,,,,trial-5-aspirate-5.0-ul-channel_1,2243.60,3.25,trial,5.00,aspirate,5.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-1-samples-count,317.00,50.00,MeasurementType.INIT,blank,ul,channel_1,trial,1.00,samples,count,,,,,encoder-volume-5.0-channel_0-trial-3-start-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,3.00,start,target
7131.90,RESULT_EVAPORATION,None,,,,,,,,,,,,,,,,,,,trial-5-dispense-5.0-ul-channel_1,2243.70,3.24,trial,5.00,dispense,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-celsius-pipette,346.90,26.07,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,celsius,pipette,,,,,encoder-volume-5.0-channel_0-trial-3-start-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,3.00,start,encoder
7131.90,RESULT_ENVIRONMENT,None,,,,,,,,,,,,,,,,,,,trial-5-liquid_height-5.0-ul-channel_1,2243.80,19.80,trial,5.00,liquid_height,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-humidity-pipette,347.00,42.04,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,humidity,pipette,,,,,encoder-volume-5.0-channel_0-trial-3-start-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,3.00,start,drift
7131.90,RESULT_MEASUREMENTS,None,,,,,,,,,,,,,,,,,,,trial-6-aspirate-5.0-ul-channel_1,2382.20,3.20,trial,6.00,aspirate,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-celsius-air,347.10,19.90,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,celsius,air,,,,,encoder-volume-5.0-channel_0-trial-3-end-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,3.00,end,target
7131.90,RESULT_ENCODER,None,,,,,,,,,,,,,,,,,,,trial-6-dispense-5.0-ul-channel_1,2382.20,3.17,trial,6.00,dispense,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-humidity-air,347.10,49.40,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,humidity,air,,,,,encoder-volume-5.0-channel_0-trial-3-end-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,3.00,end,encoder
7131.90,RESULT_RUNTIME_PARAMS,None,,,,,,,,,,,,,,,,,,,trial-6-liquid_height-5.0-ul-channel_1,2382.30,19.80,trial,6.00,liquid_height,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-pascals-air,347.20,1000.00,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,pascals,air,,,,,encoder-volume-5.0-channel_0-trial-3-end-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,3.00,end,drift
7131.90,RESULTS_OVERVIEW_END,,,,,,,,,,,,,,,,,,,,trial-7-aspirate-5.0-ul-channel_1,2527.50,3.22,trial,7.00,aspirate,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-celsius-liquid,347.30,25.00,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,celsius,liquid,,,,,encoder-volume-5.0-channel_0-trial-4-start-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,4.00,start,target
10.40,____________________,,,,,,,,,,,,,,,,,,,,trial-7-dispense-5.0-ul-channel_1,2527.60,3.17,trial,7.00,dispense,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-grams-average,347.30,204.56,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,grams,average,,,,,encoder-volume-5.0-channel_0-trial-4-start-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,4.00,start,encoder
10.40,SERIAL-NUMBERS_START,,,,,,,,,,,,,,,,,,,,trial-7-liquid_height-5.0-ul-channel_1,2527.70,19.80,trial,7.00,liquid_height,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-grams-cv,347.40,0.00,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,grams,cv,,,,,encoder-volume-5.0-channel_0-trial-4-start-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,4.00,start,drift
10.40,robot,NODE3,,,,,,,,,,,,,,,,,,,trial-8-aspirate-5.0-ul-channel_1,2672.00,3.18,trial,8.00,aspirate,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-grams-min,347.50,204.56,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,grams,min,,,,,encoder-volume-5.0-channel_0-trial-4-end-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,4.00,end,target
10.40,pipette,P1KHV3620260603A01-qc,,,,,,,,,,,,,,,,,,,trial-8-dispense-5.0-ul-channel_1,2672.00,3.17,trial,8.00,dispense,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-grams-max,347.50,204.56,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,grams,max,,,,,encoder-volume-5.0-channel_0-trial-4-end-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,4.00,end,encoder
None,tips_20ul,None,,,Volume,Trial,Water Remaining,Air Temp,Air Humidity,Time from Start (s),Aspirate,Aspirate %D,Time from Start (s),Dispense,Dispense %D,Stem Temp (C),Stem Humidity (%),Aspirate Travel (mm),,,trial-8-liquid_height-5.0-ul-channel_1,2672.10,19.80,trial,8.00,liquid_height,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-samples-start-time,347.60,1782896761.50,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,samples,start,time,,,,encoder-volume-5.0-channel_0-trial-4-end-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,4.00,end,drift
10.50,tips_50ul,Unused,,,5.00,1.00,0.08,#N/A,#N/A,#N/A,3.88,-22.35,#N/A,3.80,-24.02,#N/A,#N/A,#REF!,,,trial-9-aspirate-5.0-ul-channel_1,2814.70,3.15,trial,9.00,aspirate,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-samples-duration,347.70,7.79,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,samples,duration,,,,,encoder-volume-5.0-channel_0-trial-5-start-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,5.00,start,target
10.60,tips_200ul,Unused,,,,2.00,0.06,#N/A,#N/A,#N/A,3.58,-28.30,#N/A,3.53,-29.49,#N/A,#N/A,#REF!,,,trial-9-dispense-5.0-ul-channel_1,2814.80,3.10,trial,9.00,dispense,5.00,ul,channel_1,,,MeasurementType.ASPIRATE-blank-ul-channel_1-trial-1-samples-count,347.70,14.00,MeasurementType.ASPIRATE,blank,ul,channel_1,trial,1.00,samples,count,,,,,encoder-volume-5.0-channel_0-trial-5-start-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,5.00,start,encoder
10.60,tips_1000ul,Unused,,,,3.00,0.06,#N/A,#N/A,#N/A,3.54,-29.30,#N/A,3.47,-30.56,#N/A,#N/A,#REF!,,,trial-9-liquid_height-5.0-ul-channel_1,2814.90,19.80,trial,9.00,liquid_height,5.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-celsius-pipette,384.30,26.05,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,celsius,pipette,,,,,encoder-volume-5.0-channel_0-trial-5-start-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,5.00,start,drift
10.70,scale,590751.00,,,,4.00,0.03,#N/A,#N/A,#N/A,3.33,-33.49,#N/A,3.30,-34.06,#N/A,#N/A,#REF!,,,trial-1-aspirate-50.0-ul-channel_1,3066.30,50.63,trial,1.00,aspirate,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-humidity-pipette,384.40,41.82,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,humidity,pipette,,,,,encoder-volume-5.0-channel_0-trial-5-end-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,5.00,end,target
10.80,environment,348500c8,,,,5.00,0.01,#N/A,#N/A,#N/A,3.25,-35.04,#N/A,3.24,-35.19,#N/A,#N/A,#REF!,,,trial-1-dispense-50.0-ul-channel_1,3066.40,50.69,trial,1.00,dispense,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-celsius-air,384.50,19.90,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,celsius,air,,,,,encoder-volume-5.0-channel_0-trial-5-end-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,5.00,end,encoder
10.80,liquid,water,,,,6.00,0.03,#N/A,#N/A,#N/A,3.20,-36.04,#N/A,3.17,-36.66,#N/A,#N/A,#REF!,,,trial-1-liquid_height-50.0-ul-channel_1,3066.50,19.80,trial,1.00,liquid_height,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-humidity-air,384.50,49.10,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,humidity,air,,,,,encoder-volume-5.0-channel_0-trial-5-end-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,5.00,end,drift
10.40,SERIAL-NUMBERS_END,,,,,7.00,0.05,#N/A,#N/A,#N/A,3.22,-35.55,#N/A,3.17,-36.57,#N/A,#N/A,#REF!,,,trial-2-aspirate-50.0-ul-channel_1,3209.80,51.63,trial,2.00,aspirate,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-pascals-air,384.60,1000.00,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,pascals,air,,,,,encoder-volume-5.0-channel_0-trial-6-start-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,6.00,start,target
11.00,____________,,,,,8.00,0.02,#N/A,#N/A,#N/A,3.18,-36.30,#N/A,3.17,-36.67,#N/A,#N/A,#REF!,,,trial-2-dispense-50.0-ul-channel_1,3209.90,51.65,trial,2.00,dispense,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-celsius-liquid,384.70,25.00,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,celsius,liquid,,,,,encoder-volume-5.0-channel_0-trial-6-start-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,6.00,start,encoder
11.00,CONFIG_START,,,,,9.00,0.05,#N/A,#N/A,#N/A,3.15,-37.09,#N/A,3.10,-38.08,#N/A,#N/A,#REF!,,,trial-2-liquid_height-50.0-ul-channel_1,3210.00,19.79,trial,2.00,liquid_height,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-grams-average,384.80,204.56,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,grams,average,,,,,encoder-volume-5.0-channel_0-trial-6-start-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,6.00,start,drift
11.00,name,gravimetric-ot3-p1000-96,,,Average,,0.04,#N/A,#N/A,,3.37,-32.61,,3.33,-33.48,#N/A,#N/A,,,,trial-3-aspirate-50.0-ul-channel_1,3346.30,51.78,trial,3.00,aspirate,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-grams-cv,384.80,0.00,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,grams,cv,,,,,encoder-volume-5.0-channel_0-trial-6-end-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,6.00,end,target
11.00,pipette_volume,1000.00,,,CV,,,,,,7.34,,,6.89,,,,,,,trial-3-dispense-50.0-ul-channel_1,3346.40,51.80,trial,3.00,dispense,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-grams-min,384.90,204.56,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,grams,min,,,,,encoder-volume-5.0-channel_0-trial-6-end-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,6.00,end,encoder
11.10,pipette_channels,96.00,,,,,,,,,,,,,,,,,,,trial-3-liquid_height-50.0-ul-channel_1,3346.50,19.79,trial,3.00,liquid_height,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-grams-max,384.90,204.56,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,grams,max,,,,,encoder-volume-5.0-channel_0-trial-6-end-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,6.00,end,drift
11.20,pipette_mount,left,,,,,,,,,,,,,,,,,,,trial-4-aspirate-50.0-ul-channel_1,3490.30,51.87,trial,4.00,aspirate,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-samples-start-time,385.00,1782896799.72,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,samples,start,time,,,,encoder-volume-5.0-channel_0-trial-7-start-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,7.00,start,target
11.30,tip_volume,50.00,,,Volume,Trial,Water Remaining,Air Temp,Air Humidity,Time from Start (s),Aspirate,Aspirate %D,Time from Start (s),Dispense,Dispense %D,Stem Temp (C),Stem Humidity (%),Aspirate Travel (mm),,,trial-4-dispense-50.0-ul-channel_1,3490.40,51.85,trial,4.00,dispense,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-samples-duration,385.10,0.57,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,samples,duration,,,,,encoder-volume-5.0-channel_0-trial-7-start-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,7.00,start,encoder
11.30,trials,9.00,,,200.00,1.00,-0.16,#N/A,#N/A,#N/A,200.48,0.24,#N/A,200.64,0.32,#N/A,#N/A,#REF!,,,trial-4-liquid_height-50.0-ul-channel_1,3490.50,19.79,trial,4.00,liquid_height,50.00,ul,channel_1,,,MeasurementType.DISPENSE-blank-ul-channel_1-trial-1-samples-count,385.10,4.00,MeasurementType.DISPENSE,blank,ul,channel_1,trial,1.00,samples,count,,,,,encoder-volume-5.0-channel_0-trial-7-start-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,7.00,start,drift
11.40,increment,FALSE,,,,2.00,-0.01,#N/A,#N/A,#N/A,201.01,0.50,#N/A,201.02,0.51,#N/A,#N/A,#REF!,,,trial-5-aspirate-50.0-ul-channel_1,3629.60,51.77,trial,5.00,aspirate,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-celsius-pipette,440.50,26.05,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,celsius,pipette,,,,,encoder-volume-5.0-channel_0-trial-7-end-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,7.00,end,target
11.40,return_tip,TRUE,,,,3.00,0.03,#N/A,#N/A,#N/A,201.11,0.56,#N/A,201.08,0.54,#N/A,#N/A,#REF!,,,trial-5-dispense-50.0-ul-channel_1,3629.70,51.71,trial,5.00,dispense,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-humidity-pipette,440.60,41.85,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,humidity,pipette,,,,,encoder-volume-5.0-channel_0-trial-7-end-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,7.00,end,encoder
11.50,mix,FALSE,,,,4.00,0.03,#N/A,#N/A,#N/A,200.63,0.32,#N/A,200.60,0.30,#N/A,#N/A,#REF!,,,trial-5-liquid_height-50.0-ul-channel_1,3629.80,19.79,trial,5.00,liquid_height,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-celsius-air,440.70,19.90,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,celsius,air,,,,,encoder-volume-5.0-channel_0-trial-7-end-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,7.00,end,drift
11.50,user_volumes,FALSE,,,,5.00,0.02,#N/A,#N/A,#N/A,200.20,0.10,#N/A,200.18,0.09,#N/A,#N/A,#REF!,,,trial-6-aspirate-50.0-ul-channel_1,3768.50,51.80,trial,6.00,aspirate,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-humidity-air,440.70,49.00,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,humidity,air,,,,,encoder-volume-5.0-channel_0-trial-8-start-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,8.00,start,target
11.60,kind,ConfigType.gravimetric.Productions.Opentrons,,,,6.00,0.08,#N/A,#N/A,#N/A,199.92,-0.04,#N/A,199.85,-0.08,#N/A,#N/A,#REF!,,,trial-6-dispense-50.0-ul-channel_1,3768.60,51.71,trial,6.00,dispense,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-pascals-air,440.80,1000.00,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,pascals,air,,,,,encoder-volume-5.0-channel_0-trial-8-start-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,8.00,start,encoder
11.70,extra,TRUE,,,,7.00,0.09,#N/A,#N/A,#N/A,199.86,-0.07,#N/A,199.77,-0.11,#N/A,#N/A,#REF!,,,trial-6-liquid_height-50.0-ul-channel_1,3768.60,19.78,trial,6.00,liquid_height,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-celsius-liquid,440.90,25.00,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,celsius,liquid,,,,,encoder-volume-5.0-channel_0-trial-8-start-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,8.00,start,drift
11.70,jog,FALSE,,,,8.00,0.09,#N/A,#N/A,#N/A,199.74,-0.13,#N/A,199.65,-0.17,#N/A,#N/A,#REF!,,,trial-7-aspirate-50.0-ul-channel_1,3914.00,51.85,trial,7.00,aspirate,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-grams-average,440.90,204.55,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,grams,average,,,,,encoder-volume-5.0-channel_0-trial-8-end-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,8.00,end,target
11.80,same_tip,FALSE,,,,9.00,0.14,#N/A,#N/A,#N/A,199.95,-0.02,#N/A,199.81,-0.09,#N/A,#N/A,#REF!,,,trial-7-dispense-50.0-ul-channel_1,3914.10,51.77,trial,7.00,dispense,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-grams-cv,441.00,0.00,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,grams,cv,,,,,encoder-volume-5.0-channel_0-trial-8-end-encoder,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,8.00,end,encoder
11.80,ignore_fail,TRUE,,,Average,,0.03,#N/A,#N/A,,200.32,0.16,,200.29,0.15,#N/A,#N/A,,,,trial-7-liquid_height-50.0-ul-channel_1,3914.10,19.78,trial,7.00,liquid_height,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-grams-min,441.00,204.55,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,grams,min,,,,,encoder-volume-5.0-channel_0-trial-8-end-drift,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,8.00,end,drift
11.90,mode,,,,CV,,,,,,0.25,,,0.28,,,,,,,trial-8-aspirate-50.0-ul-channel_1,4058.80,51.94,trial,8.00,aspirate,50.00,ul,channel_1,,,MeasurementType.INIT-blank-ul-channel_1-trial-2-grams-max,441.10,204.55,MeasurementType.INIT,blank,ul,channel_1,trial,2.00,grams,max,,,,,encoder-volume-5.0-channel_0-trial-9-start-target,#REF!,#REF!,encoder,volume,5.00,channel_0,trial,9.00,start,target
